RDTLabel,,trees,maxHeight,maxS,,,,Subset Accuracy,Hamming Loss,Example-Based Accuracy,Micro-averaged Precision,Micro-averaged Recall,Micro-averaged F-Measure,Macro-averaged Precision,Macro-averaged Recall,Macro-averaged F-Measure,
RDTChainLabel_PercLabels= 0.4_Active=0.0,Best Hamming Loss,500,5,2,0.4,0.0,,0.0000,0.1646,0.3063,0.4565,0.4780,0.4670,0.0952,0.1624,0.1102,
RDTChainLabel_PercLabels= 0.4_Active=0.25,Best Hamming Loss,500,30,2,0.4,0.25,,0.0000,0.1636,0.3087,0.4595,0.4805,0.4698,0.0979,0.1644,0.1143,
RDTChainLabel_PercLabels= 0.4_Active=0.5,Best Hamming Loss,500,20,2,0.4,0.5,,0.0000,0.1621,0.3089,0.4636,0.4764,0.4699,0.1041,0.1628,0.1158,
RDTChainLabel_PercLabels= 0.4_Active=0.75,Best Hamming Loss,500,15,2,0.4,0.75,,0.0000,0.1596,0.3106,0.4709,0.4716,0.4713,0.1187,0.1616,0.1193,
RDTChainLabel_PercLabels= 0.4_Active=1.0,Best Hamming Loss,500,25,2,0.4,1.0,,0.0000,0.1574,0.3099,0.4773,0.4609,0.4689,0.1206,0.1592,0.1252,
RDTChainPerc_PercLabels= 0.4_Active=0.0,Best Hamming Loss,500,30,2,0.4,0.0,,0.0000,0.1383,0.1816,0.6349,0.1947,0.2980,0.0463,0.0469,0.0388,
RDTChainPerc_PercLabels= 0.4_Active=0.25,Best Hamming Loss,500,15,2,0.4,0.25,,0.0000,0.1384,0.1809,0.6354,0.1939,0.2971,0.0478,0.0467,0.0389,
RDTChainPerc_PercLabels= 0.4_Active=0.5,Best Hamming Loss,500,15,2,0.4,0.5,,0.0000,0.1381,0.1825,0.6373,0.1957,0.2995,0.0482,0.0474,0.0402,
RDTChainPerc_PercLabels= 0.4_Active=0.75,Best Hamming Loss,500,20,2,0.4,0.75,,0.0000,0.1379,0.1863,0.6353,0.2008,0.3052,0.0668,0.0494,0.0437,
RDTChainPerc_PercLabels= 0.4_Active=1.0,Best Hamming Loss,500,30,2,0.4,1.0,,0.0000,0.1376,0.1913,0.6353,0.2065,0.3117,0.0818,0.0519,0.0481,

RDTLabel,Best Example-Based Accuracy,500,5,2,,,,0.0000,0.1620,0.3045,0.4630,0.4636,0.4633,0.1185,0.1622,0.1264,
RDTPercentage,Best Example-Based Accuracy,500,20,2,,,,0.0000,0.1456,0.2181,0.5345,0.2660,0.3552,0.1496,0.0861,0.0983,
RDTLabelPowerset,Best Example-Based Accuracy,500,5,2,,,,0.0000,0.1941,0.2183,0.3558,0.3541,0.3550,0.1708,0.1692,0.1695,
RDTChainLabel,Best Example-Based Accuracy,500,15,2,0.05,,,0.0000,0.1584,0.3142,0.4747,0.4743,0.4745,0.1296,0.1659,0.1301,
RDTChainPercentage,Best Example-Based Accuracy,500,25,2,0.1,,,0.0000,0.1372,0.1962,0.6341,0.2139,0.3199,0.0841,0.0546,0.0517,
RDTChainLabel_PercLabels= 0.4_Active=0.0,Best Example-Based Accuracy,500,10,2,0.4,0.0,,0.0000,0.1650,0.3083,0.4557,0.4840,0.4694,0.1010,0.1658,0.1133,
RDTChainLabel_PercLabels= 0.4_Active=0.25,Best Example-Based Accuracy,500,30,2,0.4,0.25,,0.0000,0.1636,0.3087,0.4595,0.4805,0.4698,0.0979,0.1644,0.1143,
RDTChainLabel_PercLabels= 0.4_Active=0.5,Best Example-Based Accuracy,500,45,2,0.4,0.5,,0.0000,0.1621,0.3093,0.4636,0.4773,0.4703,0.1031,0.1634,0.1162,
RDTChainLabel_PercLabels= 0.4_Active=0.75,Best Example-Based Accuracy,500,15,2,0.4,0.75,,0.0000,0.1596,0.3106,0.4709,0.4716,0.4713,0.1187,0.1616,0.1193,
RDTChainLabel_PercLabels= 0.4_Active=1.0,Best Example-Based Accuracy,500,20,2,0.4,1.0,,0.0000,0.1575,0.3102,0.4772,0.4612,0.4691,0.1231,0.1594,0.1254,
RDTChainPerc_PercLabels= 0.4_Active=0.0,Best Example-Based Accuracy,500,30,2,0.4,0.0,,0.0000,0.1383,0.1816,0.6349,0.1947,0.2980,0.0463,0.0469,0.0388,
RDTChainPerc_PercLabels= 0.4_Active=0.25,Best Example-Based Accuracy,500,35,2,0.4,0.25,,0.0000,0.1384,0.1810,0.6342,0.1939,0.2970,0.0496,0.0467,0.0385,
RDTChainPerc_PercLabels= 0.4_Active=0.5,Best Example-Based Accuracy,500,15,2,0.4,0.5,,0.0000,0.1381,0.1825,0.6373,0.1957,0.2995,0.0482,0.0474,0.0402,
RDTChainPerc_PercLabels= 0.4_Active=0.75,Best Example-Based Accuracy,500,20,2,0.4,0.75,,0.0000,0.1379,0.1863,0.6353,0.2008,0.3052,0.0668,0.0494,0.0437,
RDTChainPerc_PercLabels= 0.4_Active=1.0,Best Example-Based Accuracy,500,35,2,0.4,1.0,,0.0000,0.1377,0.1924,0.6313,0.2088,0.3138,0.0758,0.0526,0.0486,

RDTLabel,Best Micro-averaged Precision,500,5,2,,,,0.0000,0.1620,0.3045,0.4630,0.4636,0.4633,0.1185,0.1622,0.1264,
RDTPercentage,Best Micro-averaged Precision,500,5,2,,,,0.0000,0.1378,0.2005,0.6212,0.2220,0.3271,0.0731,0.0582,0.0561,
RDTLabelPowerset,Best Micro-averaged Precision,500,5,2,,,,0.0000,0.1941,0.2183,0.3558,0.3541,0.3550,0.1708,0.1692,0.1695,
RDTChainLabel,Best Micro-averaged Precision,500,20,2,0.5,,,0.0000,0.1567,0.3100,0.4794,0.4579,0.4684,0.1282,0.1581,0.1255,
RDTChainPercentage,Best Micro-averaged Precision,500,5,2,0.05,,,0.0000,0.1378,0.1851,0.6388,0.1993,0.3038,0.0600,0.0487,0.0427,
RDTChainLabel_PercLabels= 0.4_Active=0.0,Best Micro-averaged Precision,500,5,2,0.4,0.0,,0.0000,0.1646,0.3063,0.4565,0.4780,0.4670,0.0952,0.1624,0.1102,
RDTChainLabel_PercLabels= 0.4_Active=0.25,Best Micro-averaged Precision,500,30,2,0.4,0.25,,0.0000,0.1636,0.3087,0.4595,0.4805,0.4698,0.0979,0.1644,0.1143,
RDTChainLabel_PercLabels= 0.4_Active=0.5,Best Micro-averaged Precision,500,20,2,0.4,0.5,,0.0000,0.1621,0.3089,0.4636,0.4764,0.4699,0.1041,0.1628,0.1158,
RDTChainLabel_PercLabels= 0.4_Active=0.75,Best Micro-averaged Precision,500,15,2,0.4,0.75,,0.0000,0.1596,0.3106,0.4709,0.4716,0.4713,0.1187,0.1616,0.1193,
RDTChainLabel_PercLabels= 0.4_Active=1.0,Best Micro-averaged Precision,500,25,2,0.4,1.0,,0.0000,0.1574,0.3099,0.4773,0.4609,0.4689,0.1206,0.1592,0.1252,
RDTChainPerc_PercLabels= 0.4_Active=0.0,Best Micro-averaged Precision,500,30,2,0.4,0.0,,0.0000,0.1383,0.1816,0.6349,0.1947,0.2980,0.0463,0.0469,0.0388,
RDTChainPerc_PercLabels= 0.4_Active=0.25,Best Micro-averaged Precision,500,15,2,0.4,0.25,,0.0000,0.1384,0.1809,0.6354,0.1939,0.2971,0.0478,0.0467,0.0389,
RDTChainPerc_PercLabels= 0.4_Active=0.5,Best Micro-averaged Precision,500,15,2,0.4,0.5,,0.0000,0.1381,0.1825,0.6373,0.1957,0.2995,0.0482,0.0474,0.0402,
RDTChainPerc_PercLabels= 0.4_Active=0.75,Best Micro-averaged Precision,500,10,2,0.4,0.75,,0.0000,0.1381,0.1833,0.6365,0.1967,0.3005,0.0605,0.0478,0.0408,
RDTChainPerc_PercLabels= 0.4_Active=1.0,Best Micro-averaged Precision,500,10,2,0.4,1.0,,0.0000,0.1378,0.1872,0.6358,0.2018,0.3064,0.0660,0.0497,0.0436,

RDTLabel,Best Micro-averaged Recall,500,5,2,,,,0.0000,0.1620,0.3045,0.4630,0.4636,0.4633,0.1185,0.1622,0.1264,
RDTPercentage,Best Micro-averaged Recall,500,20,2,,,,0.0000,0.1456,0.2181,0.5345,0.2660,0.3552,0.1496,0.0861,0.0983,
RDTLabelPowerset,Best Micro-averaged Recall,500,5,2,,,,0.0000,0.1941,0.2183,0.3558,0.3541,0.3550,0.1708,0.1692,0.1695,
RDTChainLabel,Best Micro-averaged Recall,500,15,2,0.05,,,0.0000,0.1584,0.3142,0.4747,0.4743,0.4745,0.1296,0.1659,0.1301,
RDTChainPercentage,Best Micro-averaged Recall,500,25,2,0.1,,,0.0000,0.1372,0.1962,0.6341,0.2139,0.3199,0.0841,0.0546,0.0517,
RDTChainLabel_PercLabels= 0.4_Active=0.0,Best Micro-averaged Recall,500,35,2,0.4,0.0,,0.0000,0.1653,0.3081,0.4549,0.4845,0.4692,0.1033,0.1662,0.1138,
RDTChainLabel_PercLabels= 0.4_Active=0.25,Best Micro-averaged Recall,500,30,2,0.4,0.25,,0.0000,0.1636,0.3087,0.4595,0.4805,0.4698,0.0979,0.1644,0.1143,
RDTChainLabel_PercLabels= 0.4_Active=0.5,Best Micro-averaged Recall,500,45,2,0.4,0.5,,0.0000,0.1621,0.3093,0.4636,0.4773,0.4703,0.1031,0.1634,0.1162,
RDTChainLabel_PercLabels= 0.4_Active=0.75,Best Micro-averaged Recall,500,15,2,0.4,0.75,,0.0000,0.1596,0.3106,0.4709,0.4716,0.4713,0.1187,0.1616,0.1193,
RDTChainLabel_PercLabels= 0.4_Active=1.0,Best Micro-averaged Recall,500,5,2,0.4,1.0,,0.0000,0.1609,0.3043,0.4662,0.4617,0.4639,0.1020,0.1550,0.1090,
RDTChainPerc_PercLabels= 0.4_Active=0.0,Best Micro-averaged Recall,500,30,2,0.4,0.0,,0.0000,0.1383,0.1816,0.6349,0.1947,0.2980,0.0463,0.0469,0.0388,
RDTChainPerc_PercLabels= 0.4_Active=0.25,Best Micro-averaged Recall,500,30,2,0.4,0.25,,0.0000,0.1385,0.1807,0.6330,0.1940,0.2970,0.0447,0.0468,0.0390,
RDTChainPerc_PercLabels= 0.4_Active=0.5,Best Micro-averaged Recall,500,20,2,0.4,0.5,,0.0000,0.1384,0.1824,0.6333,0.1963,0.2997,0.0625,0.0477,0.0409,
RDTChainPerc_PercLabels= 0.4_Active=0.75,Best Micro-averaged Recall,500,20,2,0.4,0.75,,0.0000,0.1379,0.1863,0.6353,0.2008,0.3052,0.0668,0.0494,0.0437,
RDTChainPerc_PercLabels= 0.4_Active=1.0,Best Micro-averaged Recall,500,35,2,0.4,1.0,,0.0000,0.1377,0.1924,0.6313,0.2088,0.3138,0.0758,0.0526,0.0486,

RDTLabel,Best Micro-averaged F-Measure,500,5,2,,,,0.0000,0.1620,0.3045,0.4630,0.4636,0.4633,0.1185,0.1622,0.1264,
RDTPercentage,Best Micro-averaged F-Measure,500,20,2,,,,0.0000,0.1456,0.2181,0.5345,0.2660,0.3552,0.1496,0.0861,0.0983,
RDTLabelPowerset,Best Micro-averaged F-Measure,500,5,2,,,,0.0000,0.1941,0.2183,0.3558,0.3541,0.3550,0.1708,0.1692,0.1695,
RDTChainLabel,Best Micro-averaged F-Measure,500,15,2,0.05,,,0.0000,0.1584,0.3142,0.4747,0.4743,0.4745,0.1296,0.1659,0.1301,
RDTChainPercentage,Best Micro-averaged F-Measure,500,25,2,0.1,,,0.0000,0.1372,0.1962,0.6341,0.2139,0.3199,0.0841,0.0546,0.0517,
RDTChainLabel_PercLabels= 0.4_Active=0.0,Best Micro-averaged F-Measure,500,10,2,0.4,0.0,,0.0000,0.1650,0.3083,0.4557,0.4840,0.4694,0.1010,0.1658,0.1133,
RDTChainLabel_PercLabels= 0.4_Active=0.25,Best Micro-averaged F-Measure,500,30,2,0.4,0.25,,0.0000,0.1636,0.3087,0.4595,0.4805,0.4698,0.0979,0.1644,0.1143,
RDTChainLabel_PercLabels= 0.4_Active=0.5,Best Micro-averaged F-Measure,500,45,2,0.4,0.5,,0.0000,0.1621,0.3093,0.4636,0.4773,0.4703,0.1031,0.1634,0.1162,
RDTChainLabel_PercLabels= 0.4_Active=0.75,Best Micro-averaged F-Measure,500,15,2,0.4,0.75,,0.0000,0.1596,0.3106,0.4709,0.4716,0.4713,0.1187,0.1616,0.1193,
RDTChainLabel_PercLabels= 0.4_Active=1.0,Best Micro-averaged F-Measure,500,20,2,0.4,1.0,,0.0000,0.1575,0.3102,0.4772,0.4612,0.4691,0.1231,0.1594,0.1254,
RDTChainPerc_PercLabels= 0.4_Active=0.0,Best Micro-averaged F-Measure,500,30,2,0.4,0.0,,0.0000,0.1383,0.1816,0.6349,0.1947,0.2980,0.0463,0.0469,0.0388,
RDTChainPerc_PercLabels= 0.4_Active=0.25,Best Micro-averaged F-Measure,500,15,2,0.4,0.25,,0.0000,0.1384,0.1809,0.6354,0.1939,0.2971,0.0478,0.0467,0.0389,
RDTChainPerc_PercLabels= 0.4_Active=0.5,Best Micro-averaged F-Measure,500,20,2,0.4,0.5,,0.0000,0.1384,0.1824,0.6333,0.1963,0.2997,0.0625,0.0477,0.0409,
RDTChainPerc_PercLabels= 0.4_Active=0.75,Best Micro-averaged F-Measure,500,20,2,0.4,0.75,,0.0000,0.1379,0.1863,0.6353,0.2008,0.3052,0.0668,0.0494,0.0437,
RDTChainPerc_PercLabels= 0.4_Active=1.0,Best Micro-averaged F-Measure,500,35,2,0.4,1.0,,0.0000,0.1377,0.1924,0.6313,0.2088,0.3138,0.0758,0.0526,0.0486,

RDTLabel,Best Macro-averaged Precision,500,20,2,,,,0.0000,0.1717,0.2786,0.4307,0.4307,0.4307,0.1601,0.1659,0.1523,
RDTPercentage,Best Macro-averaged Precision,500,30,2,,,,0.0000,0.1459,0.2163,0.5333,0.2636,0.3528,0.1505,0.0853,0.0974,
RDTLabelPowerset,Best Macro-averaged Precision,500,5,2,,,,0.0000,0.1941,0.2183,0.3558,0.3541,0.3550,0.1708,0.1692,0.1695,
RDTChainLabel,Best Macro-averaged Precision,500,25,2,0.15,,,0.0000,0.1590,0.3113,0.4726,0.4688,0.4707,0.1331,0.1630,0.1275,
RDTChainPercentage,Best Macro-averaged Precision,500,35,2,0.05,,,0.0000,0.1377,0.1938,0.6295,0.2119,0.3171,0.1025,0.0540,0.0514,
RDTChainLabel_PercLabels= 0.4_Active=0.0,Best Macro-averaged Precision,500,35,2,0.4,0.0,,0.0000,0.1653,0.3081,0.4549,0.4845,0.4692,0.1033,0.1662,0.1138,
RDTChainLabel_PercLabels= 0.4_Active=0.25,Best Macro-averaged Precision,500,35,2,0.4,0.25,,0.0000,0.1645,0.3072,0.4567,0.4795,0.4678,0.1023,0.1640,0.1142,
RDTChainLabel_PercLabels= 0.4_Active=0.5,Best Macro-averaged Precision,500,20,2,0.4,0.5,,0.0000,0.1621,0.3089,0.4636,0.4764,0.4699,0.1041,0.1628,0.1158,
RDTChainLabel_PercLabels= 0.4_Active=0.75,Best Macro-averaged Precision,500,15,2,0.4,0.75,,0.0000,0.1596,0.3106,0.4709,0.4716,0.4713,0.1187,0.1616,0.1193,
RDTChainLabel_PercLabels= 0.4_Active=1.0,Best Macro-averaged Precision,500,40,2,0.4,1.0,,0.0000,0.1580,0.3084,0.4753,0.4595,0.4673,0.1258,0.1587,0.1250,
RDTChainPerc_PercLabels= 0.4_Active=0.0,Best Macro-averaged Precision,500,15,2,0.4,0.0,,0.0000,0.1385,0.1802,0.6345,0.1934,0.2964,0.0524,0.0465,0.0384,
RDTChainPerc_PercLabels= 0.4_Active=0.25,Best Macro-averaged Precision,500,20,2,0.4,0.25,,0.0000,0.1385,0.1800,0.6343,0.1928,0.2957,0.0527,0.0464,0.0386,
RDTChainPerc_PercLabels= 0.4_Active=0.5,Best Macro-averaged Precision,500,20,2,0.4,0.5,,0.0000,0.1384,0.1824,0.6333,0.1963,0.2997,0.0625,0.0477,0.0409,
RDTChainPerc_PercLabels= 0.4_Active=0.75,Best Macro-averaged Precision,500,20,2,0.4,0.75,,0.0000,0.1379,0.1863,0.6353,0.2008,0.3052,0.0668,0.0494,0.0437,
RDTChainPerc_PercLabels= 0.4_Active=1.0,Best Macro-averaged Precision,500,20,2,0.4,1.0,,0.0000,0.1377,0.1921,0.6320,0.2082,0.3132,0.0901,0.0524,0.0482,

RDTLabel,Best Macro-averaged Recall,500,15,2,,,,0.0000,0.1708,0.2811,0.4338,0.4340,0.4339,0.1589,0.1667,0.1528,
RDTPercentage,Best Macro-averaged Recall,500,20,2,,,,0.0000,0.1456,0.2181,0.5345,0.2660,0.3552,0.1496,0.0861,0.0983,
RDTLabelPowerset,Best Macro-averaged Recall,500,5,2,,,,0.0000,0.1941,0.2183,0.3558,0.3541,0.3550,0.1708,0.1692,0.1695,
RDTChainLabel,Best Macro-averaged Recall,500,15,2,0.05,,,0.0000,0.1584,0.3142,0.4747,0.4743,0.4745,0.1296,0.1659,0.1301,
RDTChainPercentage,Best Macro-averaged Recall,500,25,2,0.05,,,0.0000,0.1374,0.1955,0.6321,0.2135,0.3192,0.0890,0.0546,0.0520,
RDTChainLabel_PercLabels= 0.4_Active=0.0,Best Macro-averaged Recall,500,35,2,0.4,0.0,,0.0000,0.1653,0.3081,0.4549,0.4845,0.4692,0.1033,0.1662,0.1138,
RDTChainLabel_PercLabels= 0.4_Active=0.25,Best Macro-averaged Recall,500,30,2,0.4,0.25,,0.0000,0.1636,0.3087,0.4595,0.4805,0.4698,0.0979,0.1644,0.1143,
RDTChainLabel_PercLabels= 0.4_Active=0.5,Best Macro-averaged Recall,500,45,2,0.4,0.5,,0.0000,0.1621,0.3093,0.4636,0.4773,0.4703,0.1031,0.1634,0.1162,
RDTChainLabel_PercLabels= 0.4_Active=0.75,Best Macro-averaged Recall,500,15,2,0.4,0.75,,0.0000,0.1596,0.3106,0.4709,0.4716,0.4713,0.1187,0.1616,0.1193,
RDTChainLabel_PercLabels= 0.4_Active=1.0,Best Macro-averaged Recall,500,20,2,0.4,1.0,,0.0000,0.1575,0.3102,0.4772,0.4612,0.4691,0.1231,0.1594,0.1254,
RDTChainPerc_PercLabels= 0.4_Active=0.0,Best Macro-averaged Recall,500,30,2,0.4,0.0,,0.0000,0.1383,0.1816,0.6349,0.1947,0.2980,0.0463,0.0469,0.0388,
RDTChainPerc_PercLabels= 0.4_Active=0.25,Best Macro-averaged Recall,500,30,2,0.4,0.25,,0.0000,0.1385,0.1807,0.6330,0.1940,0.2970,0.0447,0.0468,0.0390,
RDTChainPerc_PercLabels= 0.4_Active=0.5,Best Macro-averaged Recall,500,20,2,0.4,0.5,,0.0000,0.1384,0.1824,0.6333,0.1963,0.2997,0.0625,0.0477,0.0409,
RDTChainPerc_PercLabels= 0.4_Active=0.75,Best Macro-averaged Recall,500,20,2,0.4,0.75,,0.0000,0.1379,0.1863,0.6353,0.2008,0.3052,0.0668,0.0494,0.0437,
RDTChainPerc_PercLabels= 0.4_Active=1.0,Best Macro-averaged Recall,500,35,2,0.4,1.0,,0.0000,0.1377,0.1924,0.6313,0.2088,0.3138,0.0758,0.0526,0.0486,

RDTLabel,Best Macro-averaged F-Measure,500,25,2,,,,0.0000,0.1718,0.2783,0.4304,0.4301,0.4303,0.1572,0.1661,0.1529,
RDTPercentage,Best Macro-averaged F-Measure,500,20,2,,,,0.0000,0.1456,0.2181,0.5345,0.2660,0.3552,0.1496,0.0861,0.0983,
RDTLabelPowerset,Best Macro-averaged F-Measure,500,5,2,,,,0.0000,0.1941,0.2183,0.3558,0.3541,0.3550,0.1708,0.1692,0.1695,
RDTChainLabel,Best Macro-averaged F-Measure,500,15,2,0.05,,,0.0000,0.1584,0.3142,0.4747,0.4743,0.4745,0.1296,0.1659,0.1301,
RDTChainPercentage,Best Macro-averaged F-Measure,500,25,2,0.05,,,0.0000,0.1374,0.1955,0.6321,0.2135,0.3192,0.0890,0.0546,0.0520,
RDTChainLabel_PercLabels= 0.4_Active=0.0,Best Macro-averaged F-Measure,500,35,2,0.4,0.0,,0.0000,0.1653,0.3081,0.4549,0.4845,0.4692,0.1033,0.1662,0.1138,
RDTChainLabel_PercLabels= 0.4_Active=0.25,Best Macro-averaged F-Measure,500,30,2,0.4,0.25,,0.0000,0.1636,0.3087,0.4595,0.4805,0.4698,0.0979,0.1644,0.1143,
RDTChainLabel_PercLabels= 0.4_Active=0.5,Best Macro-averaged F-Measure,500,45,2,0.4,0.5,,0.0000,0.1621,0.3093,0.4636,0.4773,0.4703,0.1031,0.1634,0.1162,
RDTChainLabel_PercLabels= 0.4_Active=0.75,Best Macro-averaged F-Measure,500,20,2,0.4,0.75,,0.0000,0.1598,0.3098,0.4701,0.4700,0.4701,0.1108,0.1610,0.1198,
RDTChainLabel_PercLabels= 0.4_Active=1.0,Best Macro-averaged F-Measure,500,20,2,0.4,1.0,,0.0000,0.1575,0.3102,0.4772,0.4612,0.4691,0.1231,0.1594,0.1254,
RDTChainPerc_PercLabels= 0.4_Active=0.0,Best Macro-averaged F-Measure,500,30,2,0.4,0.0,,0.0000,0.1383,0.1816,0.6349,0.1947,0.2980,0.0463,0.0469,0.0388,
RDTChainPerc_PercLabels= 0.4_Active=0.25,Best Macro-averaged F-Measure,500,30,2,0.4,0.25,,0.0000,0.1385,0.1807,0.6330,0.1940,0.2970,0.0447,0.0468,0.0390,
RDTChainPerc_PercLabels= 0.4_Active=0.5,Best Macro-averaged F-Measure,500,20,2,0.4,0.5,,0.0000,0.1384,0.1824,0.6333,0.1963,0.2997,0.0625,0.0477,0.0409,
RDTChainPerc_PercLabels= 0.4_Active=0.75,Best Macro-averaged F-Measure,500,20,2,0.4,0.75,,0.0000,0.1379,0.1863,0.6353,0.2008,0.3052,0.0668,0.0494,0.0437,
RDTChainPerc_PercLabels= 0.4_Active=1.0,Best Macro-averaged F-Measure,500,40,2,0.4,1.0,,0.0000,0.1379,0.1918,0.6292,0.2078,0.3124,0.0850,0.0524,0.0486,

